Enseigne;Adresse;Nombre Points de charge;Puissance délivrée;Type de prise;Condition d'accès;Accessibilité;Coordonnees;Commune;Nom du département;Nom de la région;Commentaires;Nom de la borne
La borne �lectrique;Saint Eloi - 29179 Ploudaniel;1;22.0;COMBO;payant;24/24 7/7 jours;48.482339,-4.289706;Ploudaniel;FINISTERE;BRETAGNE;;B2774
La borne �lectrique;Zone de la Villeneuve - 29024 Carhaix-Plouguer;2;50.0;COMBO;payant;24/24 7/7 jours;48.275614,-3.539367;Carhaix-Plouguer;FINISTERE;BRETAGNE;;B2775
La borne �lectrique;Avenue de la Mer - 29006 B�nodet;2;22.0;COMBO;payant;24/24 7/7 jours;47.876883,-4.106673;Bénodet;FINISTERE;BRETAGNE;;B2776
La borne �lectrique;Rue des Peupliers - 29169 Plogonnec;2;22.0;COMBO;payant;24/24 7/7 jours;48.077383,-4.190389;Plogonnec;FINISTERE;BRETAGNE;;B2777
Morbihan énergies;Rue Anita Conti 56000 Vannes;2;18.0;COMBO;payant;24/24 7/7 jours;47.670475,-2.788496;Vannes;MORBIHAN;BRETAGNE;;B2778
Morbihan énergies;Place Alsace Lorraine 56100 Lorient;2;18.0;COMBO;payant;24/24 7/7 jours;47.74982,-3.361121;Lorient;MORBIHAN;BRETAGNE;;B2779
Morbihan énergies;Place de la Mairie 56470 Saint-Philibert;2;18.0;COMBO;payant;24/24 7/7 jours;47.586732,-3.000351;Saint-Philibert;MORBIHAN;BRETAGNE;;B2780
Morbihan énergies;Rue Nicolas Le Grand 56110 Roudouallec;2;18.0;COMBO;gratuit;24/24 7/7 jours;48.126648,-3.717093;Roudouallec;MORBIHAN;BRETAGNE;;B2781
Morbihan énergies;Rue Marc Le Floch 56240 Calan;2;18.0;COMBO;gratuit;24/24 7/7 jours;47.875616,-3.322814;Calan;MORBIHAN;BRETAGNE;;B2782
Morbihan énergies;Rue du Stade 56390 Locmaria-Grand-Champ;2;18.0;COMBO;payant;24/24 7/7 jours;47.756393,-2.787496;Locmaria-Grand-Champ;MORBIHAN;BRETAGNE;;B2783
Morbihan énergies;Rue de la Poste 56150 Saint-Barthélemy;2;18.0;COMBO;payant;24/24 7/7 jours;47.92571,-3.04573;Saint-Barthélemy;MANCHE;NORMANDIE;;B2784
Morbihan énergies;Rue de la Poste 56150 Saint-Barthélemy;2;18.0;COMBO;payant;24/24 7/7 jours;47.92571,-3.04573;Saint-Barthélemy;HAUTE-SAONE;BOURGOGNE-FRANCHE-COMTE;;B2785
Morbihan énergies;Rue du souvenir 56460 Lizio;2;18.0;COMBO;payant;24/24 7/7 jours;47.862029,-2.526434;Lizio;MORBIHAN;BRETAGNE;;B2786
Morbihan énergies;Rue Nationale 56390 Colpo;2;18.0;COMBO;payant;24/24 7/7 jours;47.817567,-2.812224;Colpo;MORBIHAN;BRETAGNE;;B2787
Morbihan énergies;Boulevard de l'Océan 56760 Pénestin;2;18.0;COMBO;payant;24/24 7/7 jours;47.482122,-2.470933;Pénestin;MORBIHAN;BRETAGNE;;B2788
Morbihan énergies;Rue Henri Matisse 56000 Vannes;2;18.0;COMBO;payant;24/24 7/7 jours;47.670911,-2.768083;Vannes;MORBIHAN;BRETAGNE;;B2789
Morbihan énergies;Boulevard Leclerc - Parking Hôtel De Ville 56100 Lorient;2;18.0;COMBO;payant;24/24 7/7 jours;47.748922,-3.36581;Lorient;MORBIHAN;BRETAGNE;;B2790
Morbihan énergies;Place de La Liberté 56100 Lorient;2;18.0;COMBO;payant;24/24 7/7 jours;47.761289,-3.385916;Lorient;MORBIHAN;BRETAGNE;;B2791
Révéo;Parking CAGT - rue Fernand et Annie Bordedebat 65000 TARBES;2;18.0;COMBO;payant;24/24 7/7 jours;43.24372,0.06688;Tarbes;HAUTES-PYRENEES;OCCITANIE;;B2792
Révéo;Avenue Henri Barbusse 65430 SOUES;2;18.0;COMBO;payant;24/24 7/7 jours;43.21414,0.09745;Soues;HAUTES-PYRENEES;OCCITANIE;;B2793
Révéo;Parking Tournaboup 65120 BAREGES;2;18.0;COMBO;payant;24/24 7/7 jours;42.90314,0.10111;Barèges;HAUTES-PYRENEES;OCCITANIE;;B2794
Révéo;Parking CAGT - rue Fernand et Annie Bordedebat 65000 TARBES;2;18.0;COMBO;payant;24/24 7/7 jours;43.24372,0.06688;Tarbes;HAUTES-PYRENEES;OCCITANIE;;B2795
Révéo;rue Roquette Buisson 65400 ARGELES GAZOST;2;18.0;COMBO;payant;24/24 7/7 jours;43.00361,-0.10288;Argelès-Gazost;HAUTES-PYRENEES;OCCITANIE;;B2796
Révéo;"Rue Frédéric Mistral   (Parking Résidence ""Le Cheops"") 34280 LA GRANDE MOTTE";2;22.0;COMBO;payant;24/24 7/7 jours;43.55795,4.087786111;La Grande-Motte;HERAULT;OCCITANIE;;B2797
Révéo;Rue du commandant Vilarem 34300 AGDE;4;4.0;COMBO;payant;24/24 7/7 jours;43.313663,3.4785489;Agde;HERAULT;OCCITANIE;;B2798
Révéo;Parking Des Hortes 34330 LA SALVETAT SUR AGOUT;2;22.0;COMBO;payant;24/24 7/7 jours;43.6004944,2.700863889;La Salvetat-sur-Agout;HERAULT;OCCITANIE;;B2799
Révéo;Parking Cesml 34980 SAINT GELY DU FESC;4;50.0;COMBO;payant;24/24 7/7 jours;43.6794444,3.814694444;Saint-Gély-du-Fesc;HERAULT;OCCITANIE;;B2800
Révéo;Parking Impasse Georges Rastoul 34490 THEZAN LES BEZIERS;2;22.0;COMBO;payant;24/24 7/7 jours;43.4219417,3.168002778;Thézan-lès-Béziers;HERAULT;OCCITANIE;;B2801
Révéo;Avenue François Hue 34120 PEZENAS;2;22.0;COMBO;payant;24/24 7/7 jours;43.4617167,3.424522222;Pézenas;HERAULT;OCCITANIE;;B2802
Révéo;Parking Mairie 34190 LAROQUE;2;22.0;COMBO;payant;24/24 7/7 jours;43.92438818,3.721328974;Laroque;GIRONDE;NOUVELLE-AQUITAINE;;B2803
Révéo;Parc D'Activité De Calmacé 34150 GIGNAC;4;50.0;COMBO;payant;24/24 7/7 jours;43.649675,3.546786111;Gignac;LOT;OCCITANIE;;B2804
Révéo;Allée Des Tilleuls (Parking Maison De Retraite) 34490 MURVIEL;2;22.0;COMBO;payant;24/24 7/7 jours;43.4393917,3.146383333;Murviel-lès-Béziers;HERAULT;OCCITANIE;;B2805
Révéo;Place Du Mail 34540 BALARUC LES BAINS;2;22.0;COMBO;payant;24/24 7/7 jours;43.4395083,3.677822222;Balaruc-les-Bains;HERAULT;OCCITANIE;;B2806
Révéo;Corniche De Neuburg 34200 SETE;4;36.0;COMBO;payant;24/24 7/7 jours;43.39366623,3.665013313;Sète;HERAULT;OCCITANIE;;B2807
Révéo;Avenue De Béziers (Parking Office Du Tourisme) 34440 COLOMBIERS;2;22.0;COMBO;payant;24/24 7/7 jours;43.3137972,3.141333333;Colombiers;HERAULT;OCCITANIE;;B2808
Révéo;Rue De La Galaxy 34150 GIGNAC GALAXIE;2;22.0;COMBO;payant;24/24 7/7 jours;43.65131,3.541723;Gignac;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;;B2809
Révéo;Avenue De Beziers 34480 PUISSALICON;2;22.0;COMBO;payant;24/24 7/7 jours;43.45797341,3.233993053;Puissalicon;HERAULT;OCCITANIE;;B2810
Révéo;Rue Dublin 34200 SETE;2;22.0;COMBO;payant;24/24 7/7 jours;43.420409,3.708079;Sète;HERAULT;OCCITANIE;;B2811
Révéo;Avenue de la gare 34530 OLARGUES;2;22.0;COMBO;payant;24/24 7/7 jours;43.5563167,2.915405556;Olargues;HERAULT;OCCITANIE;;B2812
MOBILOIRE;rue de saint just;2;22.0;COMBO;payant;24/24 7/7 jours;45.501723,4.314045;La Fouillouse;LOIRE;AUVERGNE-RHONE-ALPES;;B2813
MOBILOIRE;6 avenue d'allard;2;22.0;COMBO;payant;24/24 7/7 jours;45.607382,4.059805;Montbrison;LOIRE;AUVERGNE-RHONE-ALPES;;B2814
borneplus;Notre Dame 83610 COLLOBRIERES;2;22.0;COMBO;payant;24/24 7/7 jours;43.237316,6.302705;Collobrières;VAR;PROVENCE-ALPES-COTE D'AZUR;;B2815
borneplus;621 rue Ferraillon 83570 COTIGNAC;2;22.0;COMBO;payant;24/24 7/7 jours;43.524758,6.150075;Cotignac;VAR;PROVENCE-ALPES-COTE D'AZUR;;B2816
borneplus;01 Rue du portail Neuf 83170 BRIGNOLES;2;22.0;COMBO;payant;24/24 7/7 jours;43.403983,6.062531;Brignoles;VAR;PROVENCE-ALPES-COTE D'AZUR;;B2817
borneplus;Avenue Rene Cassin 83440 FAYENCE;2;22.0;COMBO;payant;24/24 7/7 jours;43.624273,6.696857;Fayence;VAR;PROVENCE-ALPES-COTE D'AZUR;;B2818
Alizé Liberté;Rue de la Haie 76230 BOIS GUILLAUME;2;22.0;COMBO;payant;24/24 7/7 jours;49.469128,1.117192;Bois-Guillaume;SEINE-MARITIME;NORMANDIE;;B2819
Alizé Liberté;Mairie 76140 LE PETIT QUEVILLY;2;22.0;COMBO;payant;24/24 7/7 jours;49.430465,1.052386;Le Petit-Quevilly;SEINE-MARITIME;NORMANDIE;;B2820
Alizé Liberté;Parking Couture 76000 ROUEN;2;22.0;COMBO;payant;24/24 7/7 jours;49.429728,1.085059;Rouen;SEINE-MARITIME;NORMANDIE;;B2821
Alizé Liberté;rue Aroux 76130 MONT SAINT AIGNAN;2;22.0;COMBO;payant;24/24 7/7 jours;49.468986,1.084973;Mont-Saint-Aignan;SEINE-MARITIME;NORMANDIE;;B2822
Alizé Liberté;Gare 76000 ROUEN;2;22.0;COMBO;payant;24/24 7/7 jours;49.448305,1.094887;Rouen;SEINE-MARITIME;NORMANDIE;;B2823
Alizé Liberté;Place Jean Jaurčs 76380 CANTELEU;2;22.0;COMBO;payant;24/24 7/7 jours;49.452111,1.036169;Canteleu;SEINE-MARITIME;NORMANDIE;;B2824
Révéo;Gare 34670 BAILLARGUES;2;22.0;COMBO;payant;24/24 7/7 jours;43.65477003,4.008319974;Baillargues;HERAULT;OCCITANIE;;B2825
Révéo;Route De Gange 34090 MONTPELLIER;2;22.0;COMBO;payant;24/24 7/7 jours;43.63484,3.848685;Montpellier;HERAULT;OCCITANIE;;B2826
Révéo;Rue De Bugarel 34000 MONTPELLIER;2;22.0;COMBO;payant;24/24 7/7 jours;43.59248,3.850321667;Montpellier;HERAULT;OCCITANIE;;B2827
Pass pass electrique;Square Eugène Thomas, Willems;2;18.0;COMBO;payant;24/24 7/7 jours;50.631971,3.240236;Willems;NORD;HAUTS-DE-FRANCE;;B2828
Pass pass electrique;Complexe sportif, Bois Grenier;2;18.0;COMBO;payant;24/24 7/7 jours;50.645613,2.877322;Bois-Grenier;NORD;HAUTS-DE-FRANCE;;B2829
Pass pass electrique;Rue de la Mairie, Sailly Lez Lannoy;2;18.0;COMBO;payant;24/24 7/7 jours;50.648277,3.22222;Sailly-lez-Lannoy;NORD;HAUTS-DE-FRANCE;;B2830
Pass pass electrique;Rue du Patronnage, Ennetières en Weppes;2;18.0;COMBO;payant;24/24 7/7 jours;50.635844,2.942131;Ennetières-en-Weppes;NORD;HAUTS-DE-FRANCE;;B2831
PLUS DE BORNES;D558  Place des remparts 83310 Grimaud;2;22.0;COMBO;payant;24/24 7/7 jours;43.272782,6.521344;Grimaud;VAR;PROVENCE-ALPES-COTE D'AZUR;;B2832
MOBILOIRE;3 place jacques fougerat;2;22.0;COMBO;payant;24/24 7/7 jours;45.989594,4.215988;Régny;LOIRE;AUVERGNE-RHONE-ALPES;;B2833
MOBILOIRE;2 rue alphonse coste;2;22.0;COMBO;payant;24/24 7/7 jours;46.036403,4.072828;Roanne;LOIRE;AUVERGNE-RHONE-ALPES;;B2834
MOBILOIRE;14 rue alexandre raffin;2;22.0;COMBO;payant;24/24 7/7 jours;46.033009,4.067195;Roanne;LOIRE;AUVERGNE-RHONE-ALPES;;B2835
MOBILOIRE;rue des echeneaux;2;22.0;COMBO;payant;24/24 7/7 jours;45.409836,4.447025;Saint-Étienne;LOIRE;AUVERGNE-RHONE-ALPES;;B2836
MOBILOIRE;2 place du suel;2;22.0;COMBO;payant;24/24 7/7 jours;45.483759,4.574922;Saint-Paul-en-Jarez;LOIRE;AUVERGNE-RHONE-ALPES;;B2837
borneplus;Pont du Palmrain 68128 VILLAGE-NEUF;2;22.0;COMBO;payant;24/24 7/7 jours;47.601045,7.588663;Village-Neuf;HAUT-RHIN;GRAND EST;;B2838
borneplus;17 Rue Th?o Bachmann 68300 SAINT-LOUIS;2;22.0;COMBO;payant;24/24 7/7 jours;47.586884,7.56071;Saint-Louis;LA REUNION;LA REUNION;;B2839
borneplus;9 Rue De Huningue 68300 SAINT-LOUIS;2;22.0;COMBO;payant;24/24 7/7 jours;47.586385,7.565505;Saint-Louis;LA REUNION;LA REUNION;;B2840
Ecar18;Place St Firmin - 18220 BRECY;1;18.0;COMBO;payant;24/24 7/7 jours;47.1238181,2.6196909;Brécy;AISNE;HAUTS-DE-FRANCE;;B2841
Ecar18;Camping - 18380 ENNORDRES;1;18.0;COMBO;payant;24/24 7/7 jours;47.4279525,2.3796366;Ennordres;CHER;CENTRE-VAL DE LOIRE;;B2842
Ecar18;Place de l Eglise - 18370 CHATEAUMEILLANT;1;18.0;COMBO;payant;24/24 7/7 jours;46.5621523,2.2010838;Châteaumeillant;CHER;CENTRE-VAL DE LOIRE;;B2843
Ecar18;Parc d activites Esprit 1 - 18000 BOURGES;1;18.0;COMBO;payant;24/24 7/7 jours;47.0960894,2.4314384;Bourges;CHER;CENTRE-VAL DE LOIRE;;B2844
Ecar18;Rue de la Halle - 18800 BAUGY;1;18.0;COMBO;payant;24/24 7/7 jours;47.0822449,2.7294331;Baugy;OISE;HAUTS-DE-FRANCE;;B2845
Ecar18;Place du Champ de Foire - 18600 SANCOINS;1;18.0;COMBO;payant;24/24 7/7 jours;46.8295479,2.9214142;Sancoins;CHER;CENTRE-VAL DE LOIRE;;B2846
Morbihan énergies;Place Saint Gaudence 56130 Péaule;2;18.0;COMBO;payant;24/24 7/7 jours;47.580334,-2.358157;Péaule;MORBIHAN;BRETAGNE;;B2847
Morbihan énergies;Boulevard des Iles 56000 Vannes;2;18.0;COMBO;payant;24/24 7/7 jours;47.651531,-2.788282;Vannes;MORBIHAN;BRETAGNE;;B2848
E Born;Le Pr? du Bost 26120 MONTVENDRE;2;22.0;COMBO;payant;24/24 7/7 jours;44.871505,5.022502;Montvendre;DROME;AUVERGNE-RHONE-ALPES;;B2849
E Born;Place du Champs de Mars 26240 ST VALLIER;2;22.0;COMBO;payant;24/24 7/7 jours;45.176935,4.81653;Saint-Vallier;VOSGES;GRAND EST;;B2850
E Born;Parc For?t d'Orient 26760 MONTELEGER;2;22.0;COMBO;payant;24/24 7/7 jours;44.86791,4.921513;Montéléger;DROME;AUVERGNE-RHONE-ALPES;;B2851
E Born;Complexe aquatique Diabolo 26300 BOURG DE PEAGE;2;22.0;COMBO;payant;24/24 7/7 jours;45.016906,5.039965;Bourg-de-Péage;DROME;AUVERGNE-RHONE-ALPES;;B2852
E Born;Espace Fran?ois Mitterrand 26300 BOURG DE PEAGE;2;22.0;COMBO;payant;24/24 7/7 jours;45.030371,5.06121;Bourg-de-Péage;DROME;AUVERGNE-RHONE-ALPES;;B2853
E Born;Quai de l'Is?re 26300 CHATEAUNEUF SUR ISERE;2;22.0;COMBO;payant;24/24 7/7 jours;45.015669,4.936933;Châteauneuf-sur-Isère;DROME;AUVERGNE-RHONE-ALPES;;B2854
E Born;Place de la Mairie 26300 BOURG DE PEAGE;2;22.0;COMBO;payant;24/24 7/7 jours;45.03953,5.051168;Bourg-de-Péage;DROME;AUVERGNE-RHONE-ALPES;;B2855
E Born;Lautagne Labo 26000 VALENCE;2;22.0;COMBO;payant;24/24 7/7 jours;44.904052,4.904457;Valence;CHARENTE;NOUVELLE-AQUITAINE;;B2856
Révéo;Parking 48340 SAINT GERMAIN DU TEIL;2;18.0;COMBO;payant;24/24 7/7 jours;44.47887,3.171819;Saint-Germain-du-Teil;LOZERE;OCCITANIE;;B2857
Révéo;Rd 32 48500 LE MASSEGROS;4;36.0;COMBO;payant;24/24 7/7 jours;44.309149,3.174038;Massegros Causses Gorges;LOZERE;OCCITANIE;;B2858
Ecocharge77;route de Juilly;2;18.0;COMBO;payant;24/24 7/7 jours;49.0256688,2.7439068;Montgé-en-Goële;SEINE-ET-MARNE;ILE-DE-FRANCE;;B2859
Ecocharge77;Place de l'église;2;18.0;COMBO;payant;24/24 7/7 jours;48.3121948,2.9226656;Flagy;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;;B2860
Ecocharge77;rue Carnot;2;18.0;COMBO;payant;24/24 7/7 jours;48.316978,2.5686492;La Chapelle-la-Reine;SEINE-ET-MARNE;ILE-DE-FRANCE;;B2861
Ecocharge77;rue de la Tour Maubourg;2;18.0;COMBO;payant;24/24 7/7 jours;48.526659,2.588406;Boissise-la-Bertrand;SEINE-ET-MARNE;ILE-DE-FRANCE;;B2862
Ecocharge77;rue Grande;2;18.0;COMBO;payant;24/24 7/7 jours;48.5816784,2.7089586;Saint-Germain-Laxis;SEINE-ET-MARNE;ILE-DE-FRANCE;;B2863
Ecocharge77;route de Vinneuf;2;18.0;COMBO;payant;24/24 7/7 jours;48.3984671,3.1204847;Gravon;SEINE-ET-MARNE;ILE-DE-FRANCE;;B2864
Ecocharge77;rue du pont de l'arcade;2;18.0;COMBO;payant;24/24 7/7 jours;48.373797,2.4960941;Noisy-sur-École;SEINE-ET-MARNE;ILE-DE-FRANCE;;B2865
Ecocharge77;grande rue;2;18.0;COMBO;payant;24/24 7/7 jours;48.4393738,3.1653091;Vimpelles;SEINE-ET-MARNE;ILE-DE-FRANCE;;B2866
Ecocharge77;rue de la Légende;2;18.0;COMBO;payant;24/24 7/7 jours;48.6780369,3.24285;Bezalles;SEINE-ET-MARNE;ILE-DE-FRANCE;;B2867
Ecocharge77;rue du Mail Est;2;18.0;COMBO;payant;24/24 7/7 jours;48.139334,2.478393;Beaumont-du-Gâtinais;SEINE-ET-MARNE;ILE-DE-FRANCE;;B2868
Ecocharge77;rue du château;2;18.0;COMBO;payant;24/24 7/7 jours;48.6263188,2.6652095;Limoges-Fourches;SEINE-ET-MARNE;ILE-DE-FRANCE;;B2869
Ecocharge77;rue de la Mairie;2;18.0;COMBO;payant;24/24 7/7 jours;48.9224233,3.2361353;Bussières;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE;;B2870
Ecocharge77;rue de la garenne;2;18.0;COMBO;payant;24/24 7/7 jours;48.9124832,2.8259522;Isles-lès-Villenoy;SEINE-ET-MARNE;ILE-DE-FRANCE;;B2871
Révéo;Centre Hospitalier - Parking 81100 CASTRES - HOSPITAL;4;36.0;COMBO;payant;24/24 7/7 jours;43.56672,2.262799;Castres;TARN;OCCITANIE;;B2872
Révéo;Place du 8 Mai 1945 81100 CASTRES;2;22.0;COMBO;payant;24/24 7/7 jours;43.604714,2.241856;Castres;AISNE;HAUTS-DE-FRANCE;;B2873
Révéo;Av. de Saint Juéry 81000 ALBI;8;4.0;COMBO;payant;24/24 7/7 jours;43.933964,2.172788;Albi;TARN;OCCITANIE;;B2874
Révéo;Place René Cassin 81500 LAVAUR;4;36.0;COMBO;payant;24/24 7/7 jours;43.696937,1.816416;Lavaur;DORDOGNE;NOUVELLE-AQUITAINE;;B2875
Révéo;Place Jean Moulin 81300 GRAULHET;2;18.0;COMBO;payant;24/24 7/7 jours;43.761836,1.986895;Graulhet;TARN;OCCITANIE;;B2876
Révéo;Rue De L'Ecole 81990 CAMBON D'ALBI;2;22.0;COMBO;payant;24/24 7/7 jours;43.913744,2.214666;Cambon;TARN;OCCITANIE;;B2877
Révéo;Place De La Mairie 81390 BRIATEXTE;2;18.0;COMBO;payant;24/24 7/7 jours;43.751908,1.908246;Briatexte;TARN;OCCITANIE;;B2878
Révéo;Avenue Du Président Kennedy - Parking De La Richarde 81200 MAZAMET;2;22.0;COMBO;payant;24/24 7/7 jours;43.497251,2.394837;Mazamet;TARN;OCCITANIE;;B2879
Révéo;Route de Toulouse 81100 CASTRES;8;4.0;COMBO;payant;24/24 7/7 jours;43.593266,2.217635;Castres;AISNE;HAUTS-DE-FRANCE;;B2880
Révéo;Place Pierre Barthe 81600 CADALEN;2;22.0;COMBO;payant;24/24 7/7 jours;43.850515,1.981331;Cadalen;TARN;OCCITANIE;;B2881
Révéo;Place Stalingrad 81500 LAVAUR;2;18.0;COMBO;payant;24/24 7/7 jours;43.698345,1.814654;Lavaur;DORDOGNE;NOUVELLE-AQUITAINE;;B2882
Révéo;Avenue Francois Verdier 81000 ALBI;2;22.0;COMBO;payant;24/24 7/7 jours;43.919878,2.138264;Albi;TARN;OCCITANIE;;B2883
IRVE SDEY;Parking Poids Lourds 89250 HAUTERIVE;2;50.0;COMBO;payant;24/24 7/7 jours;47.92888636,3.60951036;Hauterive;ORNE;NORMANDIE;;B2884
IRVE SDEY;Place des Deportes 89190 COURGENAY;2;22.0;COMBO;payant;24/24 7/7 jours;48.2864598,3.5484267;Courgenay;YONNE;BOURGOGNE-FRANCHE-COMTE;;B2885
IRVE SDEY;Parking Gare Baudry 89100 SENS;2;22.0;COMBO;payant;24/24 7/7 jours;48.1974747,3.2682177;Sens;YONNE;BOURGOGNE-FRANCHE-COMTE;;B2886
IRVE SDEY;Place de l'Eglise 89100 ST CLEMENT;2;22.0;COMBO;payant;24/24 7/7 jours;48.217381,3.2870472;Saint-Clément;AISNE;HAUTS-DE-FRANCE;;B2887
IRVE SDEY;Parking Gare Baudry 89100 SENS;2;43.0;COMBO;payant;24/24 7/7 jours;48.19667382,3.27002048;Sens;YONNE;BOURGOGNE-FRANCHE-COMTE;;B2888
IRVE SDEY;Place de la Mairie 89116 LA CELLE ST CYR;2;22.0;COMBO;payant;24/24 7/7 jours;47.9744138,3.2890823;La Celle-Saint-Cyr;YONNE;BOURGOGNE-FRANCHE-COMTE;;B2889
IRVE SDEY;Place des Jacobins 89100 SENS;2;22.0;COMBO;payant;24/24 7/7 jours;48.197436,3.279557;Sens;YONNE;BOURGOGNE-FRANCHE-COMTE;;B2890
IRVE SDEY;Parking Espace Culturel 89470 MONETEAU;2;43.0;COMBO;payant;24/24 7/7 jours;47.8479239,3.5804025;Monéteau;YONNE;BOURGOGNE-FRANCHE-COMTE;;B2891
IRVE SDEY;Place du Four 89140 COURLON SUR YONNE;2;22.0;COMBO;payant;24/24 7/7 jours;48.3394837,3.1657181;Courlon-sur-Yonne;YONNE;BOURGOGNE-FRANCHE-COMTE;;B2892
IRVE SDEY;Chemin des Fosses 89290 IRANCY;2;22.0;COMBO;payant;24/24 7/7 jours;47.71468126,3.66680101;Irancy;YONNE;BOURGOGNE-FRANCHE-COMTE;;B2893
borneplus;4 Quai Sully - ROGNY LES SEPT ECLUSES;2;22.0;COMBO;gratuit;24/24 7/7 jours;47.7454199298,2.881667135;Rogny-les-Sept-Écluses;YONNE;BOURGOGNE-FRANCHE-COMTE;;B2894
borneplus;3 Rue du champ de foire - TREIGNY;2;22.0;COMBO;gratuit;24/24 7/7 jours;47.5496191074,3.1816149568;Treigny-Perreuse-Sainte-Colombe;YONNE;BOURGOGNE-FRANCHE-COMTE;;B2895
borneplus;4 Place du port - 89600 SAINT FLORENTIN;2;22.0;COMBO;gratuit;24/24 7/7 jours;47.9972069,3.7329307526;Saint-Florentin;YONNE;BOURGOGNE-FRANCHE-COMTE;;B2896
Mouv'Oise;Cours Boutteville 60300 Senlis;2;22.0;COMBO;Gratuit;24/24 7/7 jours;49.2056,2.5905;Senlis;OISE;HAUTS-DE-FRANCE;;B2897
Mouv'Oise;21 rue Saint-michel 60240 Jouy-sous-Thelle;2;22.0;COMBO;Gratuit;24/24 7/7 jours;49.3181,1.97133;Jouy-sous-Thelle;OISE;HAUTS-DE-FRANCE;;B2898
Mouv'Oise;52 rue Lucien Lainé 60000 Beauvais;2;22.0;COMBO;Gratuit;24/24 7/7 jours;49.4321,2.07126;Beauvais;OISE;HAUTS-DE-FRANCE;;B2899
Mouv'Oise;Place Maurice Segonds 60930 Bailleul-sur-Thérain;2;22.0;COMBO;Gratuit;24/24 7/7 jours;49.3833,2.22365;Bailleul-sur-Thérain;OISE;HAUTS-DE-FRANCE;;B2900
Mouv'Oise;57 rue de Crèvecoeur 60600 Etouy;2;22.0;COMBO;Gratuit;24/24 7/7 jours;49.42,2.3604;Étouy;OISE;HAUTS-DE-FRANCE;;B2901
Mouv'Oise;Place de la République 60170 Ribécourt-Dreslincourt;2;22.0;COMBO;Gratuit;24/24 7/7 jours;49.5104,2.92314;Ribécourt-Dreslincourt;OISE;HAUTS-DE-FRANCE;;B2902
Mouv'Oise;13 rue Auchois Dupont 60820 Boran-sur-Oise;2;22.0;COMBO;Gratuit;24/24 7/7 jours;49.1666,2.36028;Boran-sur-Oise;OISE;HAUTS-DE-FRANCE;;B2903
Mouv'Oise;437 route de Paris 60600 Breuil-le-Vert;2;22.0;COMBO;Gratuit;24/24 7/7 jours;49.3656,2.41971;Breuil-le-Vert;OISE;HAUTS-DE-FRANCE;;B2904
E Born;Chemin Pr? Barbier 38770 MONTEYNARD;2;22.0;COMBO;payant;24/24 7/7 jours;44.970991,5.702787;Monteynard;ISERE;AUVERGNE-RHONE-ALPES;;B2905
E Born;10 Rue Grammont 38230 PONT DE CHERUY;2;50.0;COMBO;payant;24/24 7/7 jours;45.750312,5.168561;Pont-de-Chéruy;ISERE;AUVERGNE-RHONE-ALPES;;B2906
E Born;Parking Avenue Des Thermes - Rd 523 38410 ST MARTIN D URIAGE;2;22.0;COMBO;payant;24/24 7/7 jours;45.140619,5.828396;Saint-Martin-d'Uriage;ISERE;AUVERGNE-RHONE-ALPES;;B2907
E Born;Place des Anciens Combattants AFN 38119 PIERRE CHATEL;2;22.0;COMBO;payant;24/24 7/7 jours;44.95151,5.778528;Pierre-Châtel;ISERE;AUVERGNE-RHONE-ALPES;;B2908
E Born;Parking salle polyvalente 38190 LES ADRETS;2;22.0;COMBO;payant;24/24 7/7 jours;45.271113,5.964939;Les Adrets;ISERE;AUVERGNE-RHONE-ALPES;;B2909
E Born;Parking RD 51 38110 ST VICTOR DE CESSIEU;2;22.0;COMBO;payant;24/24 7/7 jours;45.5444,5.398483;Saint-Victor-de-Cessieu;ISERE;AUVERGNE-RHONE-ALPES;;B2910
Révéo;Parking Office Du Tourisme 30430 MEJANNES LE CLAP;2;18.0;COMBO;payant;24/24 7/7 jours;44.225445,4.349559;Méjannes-le-Clap;GARD;OCCITANIE;;B2911
Révéo;Parking Cours Aristide Briand 30150 ROQUEMAURE;2;18.0;COMBO;payant;24/24 7/7 jours;44.052753,4.779492;Roquemaure;TARN;OCCITANIE;;B2912
Révéo;Parking Casino 30500 ALLEGRE LES FUMADES;2;18.0;COMBO;payant;24/24 7/7 jours;44.18624,4.228375;Allègre-les-Fumades;GARD;OCCITANIE;;B2913
Révéo;Place De La Mairie 30330 SAINT PAUL LES FONTS;2;18.0;COMBO;payant;24/24 7/7 jours;44.08165,4.614051;Saint-Paul-les-Fonts;GARD;OCCITANIE;;B2914
